sid	nid	size	dilated_size	scaling	magnification	image_type	Channel	Nuclei	x	y	z	Value	FWHM	SNR	NSNR	Label	SNR2	Value2
1	94	3970	7457	0.25575	20x	dw	a647	0	403.99699999999996	17.914	53.026	18.296	1.672	58.38	-1.0	0	5.61395129547245	71.53861192570871
1	100	6930	11930	0.25575	20x	dw	a647	0	368.903	388.347	54.975	18.252	1.321	5.365	-1.0	0	4.99674710648817	71.36656891495599
1	1	2988	7363	0.25575	20x	dw	a647	32	13.005999999999998	125.833	53.027	18.07	1.278	41.978	12.885	0	40.3725290335571	70.65493646138809
1	99	6084	10494	0.25575	20x	dw	a647	100	362.032	400.04699999999997	55.162	18.061	1.439	6.082999999999999	15.050999999999998	0	6.012195078803201	70.6197458455523
1	18	11165	21464	0.25575	20x	dw	a647	13	66.384	51.138000000000005	56.102	18.038	1.3	36.85	12.686	0	8.837180945194278	70.5298142717498
1	76	5103	11637	0.25575	20x	dw	a647	0	267.238	639.16	50.161	17.874000000000002	1.321	18.35	-1.0	0	16.5281362266032	69.8885630498534
1	147	7146	12892	0.25575	20x	dw	a647	93	588.993	372.952	48.977	17.579	1.375	10.427999999999999	14.642999999999999	0	13.5327335254141	68.7350928641251
1	18	11165	21464	0.25575	20x	dw	a647	0	76.165	49.036	55.03	17.51	1.4069999999999998	51.232	-1.0	0	27.498036826806196	68.4652981427175
1	21	4421	8778	0.25575	20x	dw	a647	0	129.299	78.059	53.868	17.447	1.4269999999999998	35.906	-1.0	0	21.9510521477485	68.2189638318671
1	124	5941	9644	0.25575	20x	dw	a647	0	555.6469999999999	362.959	50.887	17.276	1.3	63.743	-1.0	0	9.6794615220783	67.5503421309873
1	18	11165	21464	0.25575	20x	dw	a647	0	58.023	68.024	55.044	17.243	1.3530000000000002	76.405	-1.0	0	13.766614534456199	67.42130987292279
1	7	8570	15948	0.25575	20x	dw	a647	69	78.702	250.21900000000002	53.973	17.142	0.935	6.021	13.446	0	4.961584048841201	67.0263929618768
1	2	4356	8129	0.25575	20x	dw	a647	51	12.729000000000001	173.2	53.975	17.079	1.5119999999999998	22.124000000000002	12.030999999999999	0	4.605864380719519	66.78005865102641
1	120	15858	22102	0.25575	20x	dw	a647	83	510.14	370.2	48.963	16.953	1.375	7.382000000000001	12.212	0	7.22003725515839	66.28739002932551
1	96	4008	9222	0.25575	20x	dw	a647	0	360.034	436.966	55.012	16.883	1.311	53.76	-1.0	0	53.84960421652929	66.0136852394917
1	120	15858	22102	0.25575	20x	dw	a647	83	526.5219999999999	370.906	50.141999999999996	16.848	1.31	54.898999999999994	13.388	0	45.089928280339	65.87683284457479
1	116	6376	11709	0.25575	20x	dw	a647	0	414.713	227.669	56.994	16.223	1.192	10.46	-1.0	0	2.60202829683511	63.4330400782014
1	26	7168	14005	0.25575	20x	dw	a647	0	159.996	137.686	53.93899999999999	16.214000000000002	1.472	6.308	-1.0	0	6.11265551800395	63.3978494623656
1	120	15858	22102	0.25575	20x	dw	a647	0	555.192	366.145	50.931999999999995	16.151	1.3840000000000001	46.312	-1.0	0	7.64287044266066	63.151515151515206
1	120	15858	22102	0.25575	20x	dw	a647	0	490.527	384.865	50.122	16.097	1.45	34.305	-1.0	0	4.1020473790415	62.9403714565005
1	84	7434	14410	0.25575	20x	dw	a647	0	310.155	49.276	53.093999999999994	16.055	1.3530000000000002	12.05	-1.0	0	6.60511196357272	62.7761485826002
1	7	8570	15948	0.25575	20x	dw	a647	69	91.139	261.288	53.864	16.044	1.16	66.77199999999999	13.99	0	50.0025325655371	62.733137829912
1	147	7146	12892	0.25575	20x	dw	a647	93	597.061	370.9	50.915	16.015	1.374	35.641	13.369000000000002	0	12.6315118529741	62.6197458455523
1	100	6930	11930	0.25575	20x	dw	a647	100	368.664	392.977	53.958	15.944	1.713	6.329	14.774000000000001	0	4.3276349810798695	62.3421309872923
1	118	6479	10235	0.25575	20x	dw	a647	0	461.0	332.976	54.041000000000004	15.855	1.3530000000000002	23.046999999999997	-1.0	0	13.305702973622902	61.99413489736071
1	79	7362	14370	0.25575	20x	dw	a647	0	287.112	191.328	56.048	15.752	1.386	12.648	-1.0	0	8.190948391819429	61.591397849462396
1	147	7146	12892	0.25575	20x	dw	a647	93	589.202	368.77	51.16	15.731	1.835	15.508	12.722999999999999	0	6.91512799327402	61.50928641251221
1	7	8570	15948	0.25575	20x	dw	a647	69	77.02600000000001	252.90599999999998	52.021	15.700999999999999	1.375	5.033	13.592	0	5.65873281404137	61.391984359726294
1	99	6084	10494	0.25575	20x	dw	a647	100	359.93300000000005	405.19300000000004	53.943999999999996	15.632	1.375	2.394	11.644	0	2.4417437209519304	61.1221896383187
1	119	5734	8814	0.25575	20x	dw	a647	83	498.73	345.89099999999996	53.11600000000001	15.548	1.31	7.771	13.317	0	6.897664445565639	60.7937438905181
1	116	6376	11709	0.25575	20x	dw	a647	58	433.025	182.09799999999998	56.141999999999996	15.515999999999998	1.311	10.545	10.58	0	7.01800426978703	60.66862170087979
1	24	5597	9324	0.25575	20x	dw	a647	0	120.882	139.914	54.941	15.475	1.2890000000000001	12.954	-1.0	0	14.9033358622683	60.508308895405705
1	21	4421	8778	0.25575	20x	dw	a647	0	107.979	91.15799999999999	54.986000000000004	15.46	1.31	36.253	-1.0	0	36.1366925252935	60.4496578690127
1	24	5597	9324	0.25575	20x	dw	a647	13	134.273	131.10399999999998	54.985	15.455	1.321	6.144	12.074000000000002	0	6.9583549090019	60.430107526881706
1	7	8570	15948	0.25575	20x	dw	a647	69	91.15299999999999	261.96299999999997	55.003	15.452	1.364	58.842	13.825	0	50.620201893071794	60.418377321603096
