level_0	index	sid	nid	size	dilated_size	scaling	magnification	image_type	Channel	Nuclei	x	y	z	Value	FWHM	SNR	NSNR	Label	SNR2	Value2
1643	6944	3	11	8313	18402	1.0	20x	raw	a647	0	48.996	332.001	60.912	0.08900000000000001	1.764	5.289	-1.0	0	2.2118795412206405	0.08900000000000001
1644	6945	3	81	10206	18612	1.0	20x	raw	a647	0	356.94199999999995	390.824	51.191	0.08900000000000001	3.13	2.72	-1.0	0	3.20105355299376	0.08900000000000001
1645	6946	3	78	3957	11299	1.0	20x	raw	a647	94	361.95	324.959	52.025	0.08900000000000001	2.8	3.863	1.065	0	4.05368697372775	0.08900000000000001
1646	6947	3	2	5175	9799	1.0	20x	raw	a647	0	14.919	119.989	53.99800000000001	0.08900000000000001	1.75	4.25	-1.0	0	4.26234944349534	0.08900000000000001
1648	6949	3	127	6588	12258	1.0	20x	raw	a647	0	568.125	395.9	51.02	0.08900000000000001	1.693	7.3889999999999985	-1.0	0	2.3669112522219904	0.08900000000000001
1649	6950	3	127	6588	12258	1.0	20x	raw	a647	103	564.024	387.967	57.927	0.08900000000000001	2.122	4.93	1.042	0	4.475687179912558	0.08900000000000001
1651	6952	3	127	6588	12258	1.0	20x	raw	a647	0	564.9630000000002	396.862	54.99800000000001	0.08900000000000001	1.7719999999999998	5.651	-1.0	0	1.95609594859184	0.08900000000000001
1653	6954	3	54	6203	10935	1.0	20x	raw	a647	142	210.856	578.9630000000002	57.931	0.08900000000000001	3.3080000000000003	5.009	1.113	0	1.8393396622396896	0.08900000000000001
1654	6955	3	55	3826	7324	1.0	20x	raw	a647	142	243.037	546.988	59.919	0.08900000000000001	3.511	3.108	1.018	0	1.5771227460560302	0.08900000000000001
1657	6958	3	151	3339	8791	1.0	20x	raw	a647	0	645.961	614.0219999999998	51.101000000000006	0.08800000000000001	2.74	1.709	-1.0	0	1.57235004076549	0.08800000000000001
1658	6959	3	61	3295	6024	1.0	20x	raw	a647	0	278.847	629.0219999999998	61.02	0.08800000000000001	2.393	3.583	-1.0	0	3.82374787554169	0.08800000000000001
1659	6960	3	148	4140	10216	1.0	20x	raw	a647	113	643.817	412.952	60.9	0.08800000000000001	4.055	6.138	1.032	0	1.56157245622375	0.08800000000000001
1661	6962	3	70	7938	14650	1.0	20x	raw	a647	0	305.945	540.0	61.862	0.08800000000000001	3.811	1.4680000000000002	-1.0	0	1.22801691832407	0.08800000000000001
1662	6963	3	72	5073	8898	1.0	20x	raw	a647	0	322.013	378.948	60.986	0.08800000000000001	2.48	4.417	-1.0	0	3.44104544009519	0.08800000000000001
1665	6966	3	143	8802	15154	1.0	20x	raw	a647	0	654.955	11.994000000000002	58.002	0.08800000000000001	2.319	5.807	-1.0	0	2.53012932711321	0.08800000000000001
1666	6967	3	81	10206	18612	1.0	20x	raw	a647	112	376.023	404.995	58.907	0.08800000000000001	1.802	4.169	1.038	0	3.48381333754706	0.08800000000000001
1667	6968	3	81	10206	18612	1.0	20x	raw	a647	112	375.162	388.03	56.147	0.08800000000000001	1.369	3.895	1.036	0	4.11083998653856	0.08800000000000001
1668	6969	3	81	10206	18612	1.0	20x	raw	a647	0	366.02	380.056	59.856	0.08800000000000001	1.803	5.62	-1.0	0	5.57715223933011	0.08800000000000001
1669	6970	3	81	10206	18612	1.0	20x	raw	a647	112	389.001	401.943	56.932	0.08800000000000001	1.242	3.306	1.053	0	2.64550559586228	0.08800000000000001
1670	6971	3	141	7326	15846	1.0	20x	raw	a647	156	602.992	597.0830000000002	50.131	0.08800000000000001	3.2030000000000003	5.197	1.061	0	5.0833716023031394	0.08800000000000001
1671	6972	3	92	7037	11793	1.0	20x	raw	a647	0	458.176	454.064	56.99100000000001	0.08800000000000001	2.191	2.619	-1.0	0	2.616640882299	0.08800000000000001
1672	6973	3	148	4140	10216	1.0	20x	raw	a647	113	644.928	414.037	60.938	0.08800000000000001	4.083	5.034	1.012	0	2.3800207583329103	0.08800000000000001
1674	6975	3	132	4723	9074	1.0	20x	raw	a647	0	580.0	46.144	50.1	0.08800000000000001	2.78	2.088	-1.0	0	2.31717007206126	0.08800000000000001
1675	6976	3	139	6012	12541	1.0	20x	raw	a647	144	597.89	556.886	67.961	0.08800000000000001	1.925	3.85	0.976	0	3.98536013212762	0.08800000000000001
1676	6977	3	11	8313	18402	1.0	20x	raw	a647	0	26.007	369.99	50.98	0.08800000000000001	1.339	1.869	-1.0	0	1.87319141527157	0.08800000000000001
1679	6980	3	115	5205	11258	1.0	20x	raw	a647	0	528.999	116.971	55.043	0.08800000000000001	1.79	4.243	-1.0	0	2.68756491224549	0.08800000000000001
1681	6982	3	120	3537	7034	1.0	20x	raw	a647	0	517.905	652.953	62.076	0.08800000000000001	1.331	4.9110000000000005	-1.0	0	5.31256656208158	0.08800000000000001
1682	6983	3	55	3826	7324	1.0	20x	raw	a647	142	242.973	568.05	49.174	0.08800000000000001	3.884	3.536	0.978	0	4.07647990831358	0.08800000000000001
1684	6985	3	138	2016	5722	1.0	20x	raw	a647	9	592.979	13.973	43.971	0.08800000000000001	1.608	3.662	1.038	0	3.168999298426609	0.08800000000000001
1685	6986	3	130	12297	21309	1.0	20x	raw	a647	0	589.073	530.021	61.957	0.08800000000000001	2.075	1.524	-1.0	0	2.06889282074797	0.08800000000000001
1689	6990	3	19	9261	17383	1.0	20x	raw	a647	0	55.951	326.006	49.074	0.087	2.733	3.379	-1.0	0	3.36244447173826	0.087
1690	6991	3	27	14207	22121	1.0	20x	raw	a647	130	114.022	537.036	30.031	0.087	1.182	2.822	1.018	0	3.23905010755407	0.087
1691	6992	3	149	1854	5581	1.0	20x	raw	a647	153	640.976	576.993	53.95	0.087	1.254	10.134	1.052	0	7.624567372600559	0.087
1694	6995	3	143	8802	15154	1.0	20x	raw	a647	0	609.883	29.071	53.988	0.087	2.4290000000000003	2.124	-1.0	0	1.66881888561703	0.087
1695	6996	3	143	8802	15154	1.0	20x	raw	a647	0	645.9780000000002	25.074	59.054	0.087	4.625	2.09	-1.0	0	1.41747885394769	0.087
1696	6997	3	148	4140	10216	1.0	20x	raw	a647	113	646.9830000000002	400.979	56.958	0.087	4.518	0.657	0.931	0	0.753845549903286	0.087
1698	6999	3	95	8286	13358	1.0	20x	raw	a647	161	440.979	604.972	54.006	0.087	1.429	1.806	1.113	0	2.10941603041273	0.087
1700	7001	3	45	2085	4758	1.0	20x	raw	a647	0	169.993	155.964	59.898	0.087	1.622	2.46	-1.0	0	2.87252784448121	0.087
1701	7002	3	4	7821	13686	1.0	20x	raw	a647	89	28.095	300.952	54.089	0.087	1.3330000000000002	0.617	0.992	0	0.6432262733448629	0.087
1702	7003	3	81	10206	18612	1.0	20x	raw	a647	112	398.111	398.158	53.078	0.087	4.152	0.07400000000000001	1.021	0	0.399462072185533	0.087
1776	7077	3	126	6870	11589	1.0	20x	raw	a647	70	559.98	228.977	56.019	0.085	1.482	6.26	1.045	0	5.62709921507745	0.085
1704	7005	3	132	4723	9074	1.0	20x	raw	a647	16	565.904	43.911	57.039	0.087	1.686	4.473	1.038	0	2.61385656399723	0.087
1706	7007	3	145	3060	7930	1.0	20x	raw	a647	0	637.951	261.964	54.925	0.087	2.767	6.324	-1.0	0	0.705431146866782	0.087
1707	7008	3	145	3060	7930	1.0	20x	raw	a647	76	632.972	273.103	58.992	0.087	4.272	1.7519999999999998	1.011	0	2.04567729477803	0.087
1708	7009	3	11	8313	18402	1.0	20x	raw	a647	0	62.96	342.944	59.773	0.087	1.3530000000000002	2.901	-1.0	0	3.40755264613615	0.087
1709	7010	3	130	12297	21309	1.0	20x	raw	a647	134	564.116	530.078	57.038	0.087	1.019	3.39	1.056	0	2.9927981350547004	0.087
1711	7012	3	81	10206	18612	1.0	20x	raw	a647	112	376.931	404.979	56.837	0.087	1.633	7.199	1.101	0	3.88026994113101	0.087
1713	7014	3	11	8313	18402	1.0	20x	raw	a647	102	82.727	353.94	53.834	0.087	1.786	0.654	1.094	0	1.13596058049493	0.087
1714	7015	3	11	8313	18402	1.0	20x	raw	a647	0	27.125	339.098	54.95	0.087	2.332	0.435	-1.0	0	1.00281011013779	0.087
1715	7016	3	130	12297	21309	1.0	20x	raw	a647	134	566.996	517.9780000000002	59.878	0.087	4.084	5.146	1.071	0	6.254822441012402	0.087
1716	7017	3	148	4140	10216	1.0	20x	raw	a647	113	647.039	402.096	57.92	0.087	1.519	0.38	0.951	0	0.587729297445334	0.087
1717	7018	3	148	4140	10216	1.0	20x	raw	a647	0	627.898	421.932	62.878	0.086	4.378	1.436	-1.0	0	2.0180929549053	0.086
1720	7021	3	143	8802	15154	1.0	20x	raw	a647	0	604.036	13.013	47.037	0.086	3.724	2.33	-1.0	0	2.8040605482881404	0.086
1721	7022	3	141	7326	15846	1.0	20x	raw	a647	156	587.082	598.896	57.033	0.086	1.3730000000000002	4.205	0.976	0	3.63026950293441	0.086
1723	7024	3	140	3672	10093	1.0	20x	raw	a647	0	596.909	123.014	60.959	0.086	2.515	2.675	-1.0	0	2.5279395065699704	0.086
1725	7026	3	95	8286	13358	1.0	20x	raw	a647	161	448.002	594.013	54.032	0.086	3.064	2.847	1.001	0	2.1894425976651	0.086
1726	7027	3	93	4748	9705	1.0	20x	raw	a647	118	476.996	442.9980000000001	55.99800000000001	0.086	1.979	3.634	1.072	0	3.55640570053678	0.086
1729	7030	3	127	6588	12258	1.0	20x	raw	a647	103	563.977	386.999	52.051	0.086	1.868	6.651	1.046	0	4.729140282786768	0.086
1731	7032	3	19	9261	17383	1.0	20x	raw	a647	0	83.072	291.112	59.685	0.086	2.46	3.437	-1.0	0	3.9970430914738304	0.086
1732	7033	3	124	5326	10112	1.0	20x	raw	a647	0	550.942	261.988	55.93899999999999	0.086	1.341	5.7570000000000014	-1.0	0	4.49214817845736	0.086
1733	7034	3	139	6012	12541	1.0	20x	raw	a647	0	590.106	534.867	46.22	0.086	2.9410000000000003	1.602	-1.0	0	1.59781498565431	0.086
1734	7035	3	57	4698	10499	1.0	20x	raw	a647	0	250.003	223.011	51.022	0.086	2.301	5.48	-1.0	0	4.45585169849197	0.086
1736	7037	3	151	3339	8791	1.0	20x	raw	a647	164	660.975	608.997	50.341	0.086	1.472	5.9689999999999985	1.051	0	5.09366032291268	0.086
1738	7039	3	93	4748	9705	1.0	20x	raw	a647	118	470.007	432.86800000000005	55.148	0.086	1.536	0.934	1.05	0	1.26873799251052	0.086
1740	7041	3	83	1809	5454	1.0	20x	raw	a647	84	371.991	303.961	48.962	0.086	2.632	5.829	1.062	0	3.67770958599028	0.086
1741	7042	3	144	6633	14511	1.0	20x	raw	a647	0	629.992	99.983	60.00899999999999	0.086	3.338	2.97	-1.0	0	2.54858133638444	0.086
1742	7043	3	127	6588	12258	1.0	20x	raw	a647	103	544.045	374.16	63.932	0.086	2.522	1.641	1.078	0	1.6826875163074602	0.086
1743	7044	3	92	7037	11793	1.0	20x	raw	a647	0	430.087	446.956	52.261	0.086	2.609	2.724	-1.0	0	2.54130470028542	0.086
1745	7046	3	54	6203	10935	1.0	20x	raw	a647	142	226.064	569.1030000000002	56.851000000000006	0.085	1.664	4.375	1.056	0	2.11544724009534	0.085
1747	7048	3	127	6588	12258	1.0	20x	raw	a647	103	551.799	389.02	53.091	0.085	4.459	3.794	1.108	0	3.50304643825824	0.085
1748	7049	3	127	6588	12258	1.0	20x	raw	a647	103	550.831	388.956	52.03100000000001	0.085	1.931	2.193	1.054	0	1.38968788149796	0.085
1749	7050	3	128	2952	7234	1.0	20x	raw	a647	0	557.006	362.052	63.63800000000001	0.085	1.621	2.733	-1.0	0	2.11575171697009	0.085
1751	7052	3	57	4698	10499	1.0	20x	raw	a647	0	227.017	199.068	62.872	0.085	4.204	4.381	-1.0	0	2.87365198516847	0.085
1752	7053	3	143	8802	15154	1.0	20x	raw	a647	0	610.931	30.082	54.0	0.085	1.128	4.644	-1.0	0	2.7350685685469105	0.085
1753	7054	3	118	6262	9272	1.0	20x	raw	a647	93	543.947	347.001	50.932	0.085	1.546	6.2860000000000005	1.106	0	5.88240097204458	0.085
1754	7055	3	143	8802	15154	1.0	20x	raw	a647	0	607.9780000000002	25.009	50.999	0.085	1.944	3.343	-1.0	0	3.16432248902241	0.085
1756	7057	3	93	4748	9705	1.0	20x	raw	a647	118	462.897	453.101	54.083	0.085	2.3280000000000003	2.537	1.017	0	1.31522333809954	0.085
1759	7060	3	25	9815	17335	1.0	20x	raw	a647	105	125.821	404.913	56.035	0.085	1.48	5.382999999999999	1.061	0	3.83786229227807	0.085
1760	7061	3	95	8286	13358	1.0	20x	raw	a647	161	434.044	611.924	60.902	0.085	1.978	4.745	1.085	0	4.21896086488304	0.085
1761	7062	3	130	12297	21309	1.0	20x	raw	a647	134	550.096	498.894	55.103	0.085	2.804	2.738	1.082	0	2.89604003458081	0.085
1762	7063	3	65	2304	6891	1.0	20x	raw	a647	0	278.036	534.054	62.88	0.085	3.672	1.729	-1.0	0	1.6362088523719498	0.085
1763	7064	3	78	3957	11299	1.0	20x	raw	a647	0	343.9290000000001	326.801	56.098	0.085	1.106	4.838	-1.0	0	3.65201825740618	0.085
1765	7066	3	132	4723	9074	1.0	20x	raw	a647	0	584.966	38.024	50.054	0.085	3.519	4.955	-1.0	0	4.43000483539454	0.085
1768	7069	3	65	2304	6891	1.0	20x	raw	a647	141	271.07	544.034	50.182	0.085	0.5589999999999999	2.825	0.988	0	2.86332138243527	0.085
1769	7070	3	130	12297	21309	1.0	20x	raw	a647	0	549.9259999999998	528.999	61.896	0.085	1.769	4.09	-1.0	0	3.46368638253679	0.085
1770	7071	3	148	4140	10216	1.0	20x	raw	a647	0	658.9730000000002	394.066	60.9	0.085	3.294	4.689	-1.0	0	3.232250075407089	0.085
1771	7072	3	100	2558	4040	1.0	20x	raw	a647	172	453.981	635.9680000000002	6.904	0.085	1.4069999999999998	3.399	1.04	0	4.32131518900648	0.085
1772	7073	3	147	9040	16982	1.0	20x	raw	a647	0	668.052	132.89600000000002	58.027	0.085	2.196	3.619	-1.0	0	3.2617981188303595	0.085
1773	7074	3	107	4365	8577	1.0	20x	raw	a647	0	495.039	189.949	52.00899999999999	0.085	3.237	0.914	-1.0	0	1.45838621838418	0.085
1774	7075	3	140	3672	10093	1.0	20x	raw	a647	48	602.9209999999998	135.003	51.99800000000001	0.085	2.734	1.394	1.043	0	1.74416074283215	0.085
1775	7076	3	95	8286	13358	1.0	20x	raw	a647	0	430.059	608.913	60.161	0.085	2.286	2.023	-1.0	0	1.32119799570821	0.085
1777	7078	3	30	3693	7258	1.0	20x	raw	a647	130	183.957	520.9730000000002	55.88	0.085	1.449	2.499	1.047	0	2.8375336672862703	0.085
1778	7079	3	126	6870	11589	1.0	20x	raw	a647	70	559.97	230.112	57.039	0.085	1.568	2.853	1.005	0	2.57096886879906	0.085
1779	7080	3	2	5175	9799	1.0	20x	raw	a647	0	15.045	118.974	50.988	0.085	2.381	3.487	-1.0	0	3.2938751983247405	0.085
1780	7081	3	130	12297	21309	1.0	20x	raw	a647	134	570.054	514.122	55.191	0.085	1.79	2.62	1.024	0	1.62383774101807	0.085
1781	7082	3	151	3339	8791	1.0	20x	raw	a647	0	648.102	596.864	58.021	0.085	1.774	1.872	-1.0	0	1.76938633013277	0.085
1782	7083	3	151	3339	8791	1.0	20x	raw	a647	164	654.071	606.966	55.886	0.085	3.689	1.306	1.016	0	1.3831193435063	0.085
1783	7084	3	2	5175	9799	1.0	20x	raw	a647	0	25.954	129.12	57.928	0.085	2.716	3.2060000000000004	-1.0	0	1.32954934620613	0.085
0	7085	4	20	4473	11891	1.0	20x	raw	a647	0	72.029	79.965	55.997	0.992	2.591	55.743	-1.0	0	27.128406285515197	0.992
1	7086	4	25	6596	12815	1.0	20x	raw	a647	0	127.152	175.0	56.985	0.937	2.43	9.554	-1.0	0	10.217094879560301	0.937
2	7087	4	151	10134	21569	1.0	20x	raw	a647	0	550.059	539.03	55.243	0.846	2.984	6.112	-1.0	0	7.73737961383362	0.846
3	7088	4	151	10134	21569	1.0	20x	raw	a647	159	549.0	539.0459999999998	52.743	0.8109999999999999	3.169	11.617	1.822	0	13.2104827947843	0.8109999999999999
4	7089	4	106	6055	11126	1.0	20x	raw	a647	143	448.916	498.043	55.994	0.789	1.858	15.56	1.97	0	12.6153190741286	0.789
7	7092	4	62	6615	12414	1.0	20x	raw	a647	0	279.994	636.943	52.1	0.735	2.776	13.433	-1.0	0	12.596244621399801	0.735
6	7091	4	69	4248	8883	1.0	20x	raw	a647	0	280.04900000000004	638.025	51.027	0.735	2.4	7.827000000000001	-1.0	0	9.11986044096216	0.735
9	7094	4	62	6615	12414	1.0	20x	raw	a647	0	278.936	638.03	48.7	0.7190000000000001	2.186	7.874	-1.0	0	8.23449102693096	0.7190000000000001
10	7095	4	151	10134	21569	1.0	20x	raw	a647	0	547.9069999999998	536.859	54.026	0.6829999999999999	2.838	12.263	-1.0	0	11.773995666344499	0.6829999999999999
11	7096	4	60	10602	19741	1.0	20x	raw	a647	0	268.877	429.06	55.01300000000001	0.635	2.138	26.195	-1.0	0	22.224500121162	0.635
12	7097	4	70	5900	11604	1.0	20x	raw	a647	0	290.96	436.009	51.794	0.633	1.998	17.144000000000002	-1.0	0	12.4787437717174	0.633
13	7098	4	70	5900	11604	1.0	20x	raw	a647	0	290.961	434.834	54.028	0.605	2.394	23.527	-1.0	0	11.2852015875198	0.605
15	7100	4	47	7653	16235	1.0	20x	raw	a647	0	195.062	255.892	53.918	0.589	1.887	12.148	-1.0	0	11.2775289972469	0.589
16	7101	4	81	6832	10556	1.0	20x	raw	a647	48	326.003	163.108	50.048	0.5670000000000001	1.3630000000000002	16.52	1.633	0	13.74131450203	0.5670000000000001
17	7102	4	112	4413	7684	1.0	20x	raw	a647	103	485.175	355.017	53.019	0.556	1.7080000000000002	24.738000000000003	1.695	0	21.3145011067997	0.556
18	7103	4	151	10134	21569	1.0	20x	raw	a647	159	575.0509999999998	558.061	52.949	0.522	2.145	10.6	1.494	0	11.5459024689695	0.522
19	7104	4	83	5106	5922	1.0	20x	raw	a647	0	349.1	154.161	57.062	0.521	1.975	10.105	-1.0	0	8.87074854506743	0.521
20	7105	4	151	10134	21569	1.0	20x	raw	a647	159	562.015	541.997	53.82899999999999	0.52	2.55	12.967	1.556	0	5.3844257037376915	0.52
21	7106	4	131	6570	13014	1.0	20x	raw	a647	0	491.014	431.932	56.058	0.4970000000000001	1.846	17.647000000000006	-1.0	0	13.2665650167905	0.4970000000000001
22	7107	4	151	10134	21569	1.0	20x	raw	a647	159	560.9209999999998	543.0459999999998	55.049	0.491	2.415	13.234000000000002	1.59	0	4.89709624349392	0.491
23	7108	4	47	7653	16235	1.0	20x	raw	a647	66	202.109	263.057	50.004	0.485	1.814	20.431	1.505	0	16.8603215266671	0.485
24	7109	4	151	10134	21569	1.0	20x	raw	a647	159	586.085	552.989	53.04600000000001	0.462	2.369	6.439	1.4409999999999998	0	8.6047201481268	0.462
25	7110	4	151	10134	21569	1.0	20x	raw	a647	159	584.972	553.002	51.903	0.462	1.869	7.313	1.611	0	9.502174713817402	0.462
26	7111	4	151	10134	21569	1.0	20x	raw	a647	159	554.98	541.0319999999998	52.714	0.461	2.176	9.233	1.517	0	2.7196558407770097	0.461
29	7114	4	84	13931	25142	1.0	20x	raw	a647	48	365.081	163.979	51.153	0.46	1.823	14.556	1.676	0	6.832694783884361	0.46
30	7115	4	55	6444	14364	1.0	20x	raw	a647	0	245.942	304.029	56.152	0.455	2.439	9.033	-1.0	0	11.189900969167097	0.455
37	7122	4	55	6444	14364	1.0	20x	raw	a647	78	234.985	296.9770000000001	49.874	0.429	2.344	15.27	1.349	0	18.2492995322613	0.429
32	7117	4	25	6596	12815	1.0	20x	raw	a647	0	122.933	200.057	55.045	0.449	2.339	11.529000000000002	-1.0	0	13.1844013296245	0.449
33	7118	4	149	7305	15733	1.0	20x	raw	a647	0	600.255	338.092	56.037	0.447	1.6969999999999998	5.729	-1.0	0	5.816598699097002	0.447
34	7119	4	94	5330	10231	1.0	20x	raw	a647	0	401.176	463.1	56.004	0.446	2.2880000000000003	13.569	-1.0	0	12.803487409769001	0.446
35	7120	4	151	10134	21569	1.0	20x	raw	a647	0	560.0269999999998	548.007	53.93600000000001	0.436	2.382	2.645	-1.0	0	3.5508643227379304	0.436
36	7121	4	151	10134	21569	1.0	20x	raw	a647	0	560.052	546.923	56.08	0.435	2.13	3.352	-1.0	0	4.35883827761464	0.435
42	7127	4	64	3627	9563	1.0	20x	raw	a647	152	261.099	514.97	54.802	0.403	2.202	18.221	1.411	0	11.7696591221244	0.403
39	7124	4	54	13185	22737	1.0	20x	raw	a647	0	208.949	613.122	50.862	0.407	3.313	18.172	-1.0	0	12.087244034512201	0.407
40	7125	4	160	7857	17672	1.0	20x	raw	a647	169	618.066	556.9730000000002	54.261	0.406	2.123	15.413	1.46	0	13.5241810754261	0.406
43	7128	4	36	6508	10746	1.0	20x	raw	a647	180	160.02	611.009	55.227	0.401	2.379	11.255	1.395	0	12.5304638127303	0.401
44	7129	4	84	13931	25142	1.0	20x	raw	a647	48	363.003	167.968	52.048	0.395	2.039	3.439	1.457	0	4.36621753969027	0.395
45	7130	4	54	13185	22737	1.0	20x	raw	a647	0	207.858	643.951	53.895	0.393	1.714	8.912	-1.0	0	6.27842764142227	0.393
46	7131	4	84	13931	25142	1.0	20x	raw	a647	48	362.925	166.984	49.83	0.391	1.865	8.177999999999999	1.596	0	7.4273914053758014	0.391
47	7132	4	84	13931	25142	1.0	20x	raw	a647	0	370.9980000000001	184.08	57.005	0.391	2.04	12.562	-1.0	0	11.5591043180267	0.391
48	7133	4	82	4240	7693	1.0	20x	raw	a647	48	321.996	154.784	54.052	0.387	1.6	10.67	1.385	0	7.45443121540681	0.387
49	7134	4	37	5711	10648	1.0	20x	raw	a647	180	179.076	583.915	54.937	0.386	3.229	3.634	1.334	0	3.5193300383115296	0.386
50	7135	4	47	7653	16235	1.0	20x	raw	a647	66	184.993	277.01	49.93	0.378	2.052	11.755999999999998	1.359	0	9.4560970002263	0.378
51	7136	4	36	6508	10746	1.0	20x	raw	a647	0	141.98	610.945	56.119	0.374	2.18	9.038	-1.0	0	7.94654162699398	0.374
52	7137	4	168	6021	12284	1.0	20x	raw	a647	115	629.008	412.965	56.69300000000001	0.373	3.047	10.786	1.286	0	12.265184597328401	0.373
53	7138	4	69	4248	8883	1.0	20x	raw	a647	0	308.033	638.9119999999998	53.038	0.373	1.644	12.078	-1.0	0	12.6309102686575	0.373
54	7139	4	126	2811	5698	1.0	20x	raw	a647	0	458.04	642.9780000000002	57.137	0.36	2.255	8.19	-1.0	0	5.7034424015503005	0.36
56	7141	4	137	23142	44137	1.0	20x	raw	a647	0	632.8480000000002	268.163	54.886	0.35700000000000004	2.846	6.407	-1.0	0	4.51381739231968	0.35700000000000004
57	7142	4	60	10602	19741	1.0	20x	raw	a647	132	250.049	467.772	57.02	0.35600000000000004	1.735	13.579	1.336	0	11.590006426773	0.35600000000000004
58	7143	4	84	13931	25142	1.0	20x	raw	a647	48	390.984	167.93099999999995	57.997	0.35600000000000004	1.74	9.495	1.3259999999999998	0	11.487155275668199	0.35600000000000004
59	7144	4	151	10134	21569	1.0	20x	raw	a647	0	558.922	548.063	57.044	0.355	2.462	3.165	-1.0	0	4.03988814541139	0.355
60	7145	4	166	7659	16094	1.0	20x	raw	a647	0	639.048	566.841	53.005	0.354	2.504	7.6629999999999985	-1.0	0	3.8231362039208094	0.354
62	7147	4	107	6525	13580	1.0	20x	raw	a647	38	416.946	156.972	55.143	0.348	1.934	5.422999999999999	1.271	0	6.71963109507387	0.348
64	7149	4	118	8253	15606	1.0	20x	raw	a647	0	426.015	586.067	52.94600000000001	0.34600000000000003	2.261	13.345999999999998	-1.0	0	10.3189699413333	0.34600000000000003
65	7150	4	94	5330	10231	1.0	20x	raw	a647	0	416.97	439.054	57.012	0.345	1.364	23.93	-1.0	0	18.5938234976186	0.345
66	7151	4	116	3789	9634	1.0	20x	raw	a647	199	431.029	633.981	51.783	0.345	1.727	10.083	1.399	0	10.2840891169601	0.345
67	7152	4	84	13931	25142	1.0	20x	raw	a647	48	385.344	173.984	56.983	0.343	2.026	16.601	1.362	0	8.949980633505948	0.343
69	7154	4	128	3315	5963	1.0	20x	raw	a647	0	480.958	613.967	51.785	0.34	2.395	15.741	-1.0	0	14.386691273756401	0.34
71	7156	4	81	6832	10556	1.0	20x	raw	a647	48	334.946	193.815	53.863	0.33	1.654	10.885	1.386	0	7.4461383078819585	0.33
72	7157	4	47	7653	16235	1.0	20x	raw	a647	0	204.104	290.632	54.04	0.327	2.191	3.923	-1.0	0	4.27807682374398	0.327
73	7158	4	95	14245	26719	1.0	20x	raw	a647	0	409.074	421.163	56.073	0.324	2.191	13.597	-1.0	0	7.1569549916879	0.324
74	7159	4	94	5330	10231	1.0	20x	raw	a647	108	404.879	456.848	56.17	0.32299999999999995	1.877	11.716	1.367	0	8.04235776324267	0.32299999999999995
75	7160	4	116	3789	9634	1.0	20x	raw	a647	199	429.975	634.036	53.966	0.32299999999999995	2.03	7.393	1.357	0	6.87790846354005	0.32299999999999995
76	7161	4	107	6525	13580	1.0	20x	raw	a647	38	416.908	155.866	52.883	0.322	1.536	10.425	1.439	0	8.72612100348241	0.322
77	7162	4	55	6444	14364	1.0	20x	raw	a647	78	219.959	284.187	55.043	0.319	2.063	12.69	1.474	0	6.178038350862732	0.319
138	7223	4	54	13185	22737	1.0	20x	raw	a647	0	234.946	621.883	54.082	0.261	1.749	9.896	-1.0	0	6.65515277993352	0.261
79	7164	4	137	23142	44137	1.0	20x	raw	a647	0	632.825	266.916	55.994	0.318	3.772	5.881	-1.0	0	4.0748876482946494	0.318
80	7165	4	169	2124	7862	1.0	20x	raw	a647	0	621.957	352.982	54.26600000000001	0.316	1.6	19.113	-1.0	0	16.0292732513719	0.316
81	7166	4	36	6508	10746	1.0	20x	raw	a647	180	148.955	603.102	56.1	0.316	1.964	9.678	1.461	0	8.73147681040416	0.316
83	7168	4	168	6021	12284	1.0	20x	raw	a647	0	657.0310000000002	406.934	59.04600000000001	0.312	2.1	16.105999999999998	-1.0	0	8.84163130477643	0.312
87	7172	4	25	6596	12815	1.0	20x	raw	a647	54	133.045	188.087	59.139	0.31	2.205	15.897	1.3030000000000002	0	9.266936308875	0.31
86	7171	4	7	2856	5556	1.0	20x	raw	a647	0	56.058	104.994	58.22	0.31	1.396	11.172	-1.0	0	8.38767462308696	0.31
88	7173	4	37	5711	10648	1.0	20x	raw	a647	0	183.966	579.091	56.035	0.309	1.825	20.496	-1.0	0	8.67108791805727	0.309
89	7174	4	37	5711	10648	1.0	20x	raw	a647	0	185.169	579.092	54.983	0.309	1.911	9.58	-1.0	0	7.803664858050151	0.309
90	7175	4	149	7305	15733	1.0	20x	raw	a647	0	603.991	334.05300000000005	53.265	0.306	1.812	4.757	-1.0	0	3.28009193587224	0.306
91	7176	4	84	13931	25142	1.0	20x	raw	a647	48	361.851	167.922	54.042	0.305	2.358	2.653	1.288	0	3.0018372890112204	0.305
92	7177	4	69	4248	8883	1.0	20x	raw	a647	0	279.96	639.008	44.299	0.305	3.2110000000000003	5.794	-1.0	0	5.06361612775634	0.305
93	7178	4	149	7305	15733	1.0	20x	raw	a647	0	604.898	346.034	57.21100000000001	0.304	3.131	4.004	-1.0	0	4.07501548379142	0.304
94	7179	4	102	4737	10799	1.0	20x	raw	a647	0	366.852	497.082	55.131	0.303	1.375	19.638	-1.0	0	9.17247433673257	0.303
96	7181	4	37	5711	10648	1.0	20x	raw	a647	0	192.889	598.104	56.157	0.303	1.93	5.607	-1.0	0	8.08828058524726	0.303
