level_0	index	sid	nid	size	dilated_size	scaling	magnification	image_type	Channel	Nuclei	x	y	z	Value	FWHM	SNR	NSNR	Label	SNR2	Value2
441	2644	2	161	5626	8787	1.0	20x	raw	a647	207	531.015	661.888	54.022	0.222	2.122	4.8210000000000015	1.257	0	3.26140838652323	0.222
442	2645	2	135	2637	6283	1.0	20x	raw	a647	226	428.174	651.023	53.804	0.222	1.4280000000000002	1.695	1.194	0	1.88373750168324	0.222
444	2647	2	60	6018	13600	1.0	20x	raw	a647	184	184.965	537.957	56.106	0.222	2.71	2.949	1.205	0	3.6959871337139	0.222
445	2648	2	46	8116	14605	1.0	20x	raw	a647	146	131.942	438.003	54.887	0.222	1.396	9.291	1.176	0	5.73237855015396	0.222
446	2649	2	46	8116	14605	1.0	20x	raw	a647	0	132.082	469.001	53.304	0.221	1.735	10.337	-1.0	0	8.63226016597928	0.221
447	2650	2	179	15552	29201	1.0	20x	raw	a647	197	631.053	567.89	56.01300000000001	0.221	2.083	7.194	1.263	0	4.1227798677103005	0.221
449	2652	2	131	6473	12681	1.0	20x	raw	a647	0	395.175	488.206	57.843	0.221	1.862	9.096	-1.0	0	7.212236746375719	0.221
450	2653	2	141	12987	23688	1.0	20x	raw	a647	0	460.022	645.038	56.028	0.221	2.444	0.6629999999999999	-1.0	0	1.32411119330201	0.221
451	2654	2	181	7281	15827	1.0	20x	raw	a647	0	565.076	286.18	53.08600000000001	0.221	1.825	6.698	-1.0	0	5.1058292049046	0.221
453	2656	2	128	7656	13587	1.0	20x	raw	a647	55	477.078	143.991	55.9	0.221	1.546	11.24	1.314	0	10.169683672584199	0.221
454	2657	2	144	10551	17396	1.0	20x	raw	a647	0	495.875	78.979	56.083	0.221	0.5479999999999999	3.853	-1.0	0	3.3424961659886896	0.221
455	2658	2	32	8355	18161	1.0	20x	raw	a647	227	69.82600000000001	667.916	56.059	0.221	2.425	6.481	1.151	0	4.56276130955213	0.221
456	2659	2	166	7596	14810	1.0	20x	raw	a647	133	544.159	357.994	51.74800000000001	0.221	1.964	3.137	1.25	0	3.49706472982788	0.221
458	2661	2	153	2130	5963	1.0	20x	raw	a647	56	505.043	154.045	56.226000000000006	0.221	2.014	9.305	1.128	0	8.17095417113646	0.221
459	2662	2	123	7686	15911	1.0	20x	raw	a647	211	398.909	623.039	56.78	0.221	1.63	8.502	1.242	0	9.006162625196051	0.221
460	2663	2	179	15552	29201	1.0	20x	raw	a647	197	617.918	579.931	57.104	0.22	3.1630000000000003	7.074	1.148	0	4.889005739954331	0.22
461	2664	2	79	3569	7026	1.0	20x	raw	a647	0	269.901	433.996	56.158	0.22	2.653	2.145	-1.0	0	2.5152105705074304	0.22
462	2665	2	61	4338	10220	1.0	20x	raw	a647	0	170.768	649.879	54.94	0.22	1.289	4.697	-1.0	0	5.897056057849059	0.22
463	2666	2	103	11920	23952	1.0	20x	raw	a647	131	330.052	470.912	56.04600000000001	0.22	1.968	4.5280000000000005	1.101	0	4.623967876041942	0.22
464	2667	2	154	3961	8771	1.0	20x	raw	a647	0	496.888	159.046	59.033	0.22	2.483	12.902	-1.0	0	6.67893518482947	0.22
465	2668	2	54	15151	28743	1.0	20x	raw	a647	125	169.79	353.961	50.903	0.219	1.547	4.2860000000000005	1.26	0	5.26701033135221	0.219
466	2669	2	161	5626	8787	1.0	20x	raw	a647	207	529.004	664.138	53.039	0.219	1.803	4.921	1.392	0	5.22820528854505	0.219
467	2670	2	150	18111	31981	1.0	20x	raw	a647	0	505.926	370.887	54.006	0.219	2.516	12.674	-1.0	0	7.623129368112121	0.219
468	2671	2	141	12987	23688	1.0	20x	raw	a647	218	476.984	633.004	53.00100000000001	0.219	2.239	1.864	1.113	0	2.43097565055593	0.219
469	2672	2	123	7686	15911	1.0	20x	raw	a647	0	370.016	621.99	52.019	0.219	1.85	15.498	-1.0	0	10.8393552652369	0.219
471	2674	2	152	3249	8340	1.0	20x	raw	a647	142	507.948	407.165	56.825	0.219	2.029	10.53	1.195	0	12.5377242991119	0.219
472	2675	2	161	5626	8787	1.0	20x	raw	a647	207	529.977	663.01	52.982	0.219	4.479	4.524	1.22	0	3.50612185239564	0.219
1354	3557	2	2	3801	6602	1.0	20x	raw	a647	67	15.064	178.954	57.841	0.156	1.429	8.105	1.163	0	7.914104799712041	0.156
474	2677	2	175	2638	4821	1.0	20x	raw	a647	0	609.078	415.984	55.938	0.219	2.599	3.09	-1.0	0	3.5016279115379305	0.219
475	2678	2	150	18111	31981	1.0	20x	raw	a647	0	497.037	362.902	57.208	0.218	1.74	3.708	-1.0	0	3.57319102771689	0.218
476	2679	2	19	8712	13576	1.0	20x	raw	a647	0	46.997	356.982	50.089	0.218	3.584	2.07	-1.0	0	2.4106570913656897	0.218
477	2680	2	68	6876	12276	1.0	20x	raw	a647	0	215.055	626.045	54.242	0.218	1.4280000000000002	4.4060000000000015	-1.0	0	3.9180495386879	0.218
478	2681	2	54	15151	28743	1.0	20x	raw	a647	0	184.972	369.918	53.272	0.218	1.779	2.947	-1.0	0	3.1126732812421	0.218
480	2683	2	131	6473	12681	1.0	20x	raw	a647	175	403.006	504.995	56.64100000000001	0.217	1.897	8.402000000000001	1.214	0	9.801804652226119	0.217
481	2684	2	179	15552	29201	1.0	20x	raw	a647	197	624.955	585.877	53.132	0.217	1.6	4.462	1.1840000000000002	0	5.11991394715248	0.217
483	2686	2	166	7596	14810	1.0	20x	raw	a647	0	540.0980000000002	349.101	57.94	0.217	3.352	6.606	-1.0	0	5.72003439628984	0.217
484	2687	2	61	4338	10220	1.0	20x	raw	a647	0	196.052	636.043	57.253	0.21600000000000005	1.949	10.793	-1.0	0	5.13887802577071	0.21600000000000005
508	2711	2	99	3193	7035	1.0	20x	raw	a647	169	316.008	483.038	52.932	0.213	1.618	18.682	1.25	0	16.853930703392102	0.213
550	2753	2	54	15151	28743	1.0	20x	raw	a647	0	176.011	349.077	48.00100000000001	0.209	1.6	5.99	-1.0	0	6.205137652632611	0.209
487	2690	2	99	3193	7035	1.0	20x	raw	a647	169	314.878	483.012	56.041	0.21600000000000005	2.115	13.192	1.207	0	12.7812831174896	0.21600000000000005
488	2691	2	179	15552	29201	1.0	20x	raw	a647	197	623.943	571.115	57.045	0.21600000000000005	1.682	5.1629999999999985	1.244	0	3.76898775190225	0.21600000000000005
489	2692	2	107	9324	15682	1.0	20x	raw	a647	131	421.858	380.914	57.087	0.21600000000000005	1.472	4.731	1.262	0	4.76930323488794	0.21600000000000005
490	2693	2	107	9324	15682	1.0	20x	raw	a647	0	416.885	372.994	54.95399999999999	0.21600000000000005	3.1	2.192	-1.0	0	2.50603506001535	0.21600000000000005
491	2694	2	150	18111	31981	1.0	20x	raw	a647	106	527.004	328.911	51.784	0.21600000000000005	1.321	9.994	1.1909999999999998	0	10.5857191832366	0.21600000000000005
492	2695	2	103	11920	23952	1.0	20x	raw	a647	131	377.926	424.0	54.019	0.215	1.801	12.284	1.276	0	7.36320256070277	0.215
493	2696	2	166	7596	14810	1.0	20x	raw	a647	133	543.929	354.899	59.917	0.215	2.4090000000000003	16.81	1.218	0	11.091721347211498	0.215
494	2697	2	51	2710	3825	1.0	20x	raw	a647	0	198.14	295.967	53.969	0.215	1.706	14.857	-1.0	0	7.618961034647598	0.215
495	2698	2	111	6396	13854	1.0	20x	raw	a647	0	373.05	587.906	58.055	0.215	1.997	6.799	-1.0	0	6.472832743700909	0.215
1676	3879	2	33	8199	15971	1.0	20x	raw	a647	0	110.019	454.008	55.955	0.142	1.826	4.347	-1.0	0	5.00097764266466	0.142
497	2700	2	107	9324	15682	1.0	20x	raw	a647	131	423.105	387.915	55.995	0.215	1.255	6.408	1.199	0	5.42310897400558	0.215
498	2701	2	50	9504	16750	1.0	20x	raw	a647	0	169.071	289.797	55.94	0.215	1.4169999999999998	11.086	-1.0	0	10.2103904295195	0.215
499	2702	2	5	4143	7873	1.0	20x	raw	a647	0	20.998	328.015	50.95	0.215	1.826	3.2710000000000004	-1.0	0	4.12125010225945	0.215
500	2703	2	68	6876	12276	1.0	20x	raw	a647	221	251.081	641.056	54.981	0.215	1.709	9.003	1.139	0	4.27585311131344	0.215
501	2704	2	137	6104	10994	1.0	20x	raw	a647	0	438.026	465.932	52.078	0.214	1.685	12.502	-1.0	0	10.5826500833232	0.214
503	2706	2	150	18111	31981	1.0	20x	raw	a647	106	508.89	300.041	52.181	0.214	2.04	9.542	1.156	0	6.8114821711244	0.214
504	2707	2	150	18111	31981	1.0	20x	raw	a647	106	497.076	329.182	58.864	0.214	1.923	13.564	1.1740000000000002	0	10.8851643718504	0.214
505	2708	2	144	10551	17396	1.0	20x	raw	a647	0	498.054	89.979	52.053	0.214	4.1930000000000005	5.295	-1.0	0	7.1862209981412	0.214
507	2710	2	177	16572	40487	1.0	20x	raw	a647	0	596.899	210.758	56.028	0.214	3.4330000000000003	4.323	-1.0	0	2.10261066753426	0.214
509	2712	2	135	2637	6283	1.0	20x	raw	a647	226	427.046	639.93	55.252	0.213	2.114	5.546	1.219	0	4.58088528280913	0.213
510	2713	2	165	14670	25634	1.0	20x	raw	a647	0	581.9730000000002	322.934	56.78	0.213	1.944	6.48	-1.0	0	6.50642135574998	0.213
511	2714	2	21	4287	6552	1.0	20x	raw	a647	0	79.057	364.002	52.108	0.213	1.74	9.11	-1.0	0	8.786019397525571	0.213
512	2715	2	161	5626	8787	1.0	20x	raw	a647	207	534.085	662.9910000000001	55.97	0.213	2.944	6.37	1.231	0	2.93890729101263	0.213
513	2716	2	135	2637	6283	1.0	20x	raw	a647	226	426.999	638.869	54.152	0.213	1.515	4.48	1.25	0	4.090490554022391	0.213
919	3122	2	107	9324	15682	1.0	20x	raw	a647	0	422.955	367.978	50.868	0.179	2.148	8.427999999999999	-1.0	0	6.06528899493065	0.179
515	2718	2	134	4019	8100	1.0	20x	raw	a647	0	414.934	552.988	56.864	0.213	2.437	4.985	-1.0	0	5.00350292803769	0.213
1318	3521	2	68	6876	12276	1.0	20x	raw	a647	0	210.844	640.928	61.049	0.157	1.932	4.87	-1.0	0	5.5847462476264	0.157
517	2720	2	54	15151	28743	1.0	20x	raw	a647	0	146.94	334.99300000000005	51.993	0.212	1.482	5.279	-1.0	0	5.73476978840969	0.212
518	2721	2	149	4428	10766	1.0	20x	raw	a647	0	503.019	279.91700000000003	55.955	0.212	1.446	9.472	-1.0	0	6.332356288014308	0.212
520	2723	2	137	6104	10994	1.0	20x	raw	a647	149	431.128	437.17	56.864	0.212	2.262	2.685	1.238	0	2.58982037514123	0.212
523	2726	2	165	14670	25634	1.0	20x	raw	a647	0	537.0930000000002	303.119	55.081	0.212	1.493	7.247000000000001	-1.0	0	5.69642121162725	0.212
524	2727	2	89	1575	4284	1.0	20x	raw	a647	0	291.939	100.084	58.289	0.212	2.426	6.722	-1.0	0	5.45901571565943	0.212
526	2729	2	63	5094	11245	1.0	20x	raw	a647	155	221.215	457.002	55.03	0.211	2.289	8.424	1.155	0	2.38943133884992	0.211
1610	3813	2	63	5094	11245	1.0	20x	raw	a647	155	219.9	456.967	52.91	0.145	2.451	9.78	1.143	0	3.0218883962886696	0.145
528	2731	2	64	3006	8855	1.0	20x	raw	a647	195	215.913	564.1419999999998	55.059	0.211	3.4360000000000004	2.589	1.153	0	2.54326061251109	0.211
679	2882	2	54	15151	28743	1.0	20x	raw	a647	0	177.19299999999996	350.017	53.06399999999999	0.197	2.9410000000000003	3.2510000000000003	-1.0	0	2.59514784089272	0.197
530	2733	2	79	3569	7026	1.0	20x	raw	a647	0	236.941	444.042	56.74800000000001	0.211	1.633	14.851	-1.0	0	14.0887146336395	0.211
531	2734	2	96	7196	13480	1.0	20x	raw	a647	37	323.89	100.061	51.882	0.211	4.059	4.399	1.238	0	4.50150319864575	0.211
532	2735	2	166	7596	14810	1.0	20x	raw	a647	0	552.271	349.004	52.937	0.211	2.104	4.079	-1.0	0	3.27005191247469	0.211
533	2736	2	138	9448	16794	1.0	20x	raw	a647	0	436.981	423.975	52.75899999999999	0.211	1.137	2.522	-1.0	0	2.8278416711820205	0.211
536	2739	2	54	15151	28743	1.0	20x	raw	a647	125	172.942	357.01199999999994	56.12	0.21	1.761	9.976	1.304	0	9.371819362856892	0.21
535	2738	2	54	15151	28743	1.0	20x	raw	a647	125	173.041	355.89	55.038	0.21	2.293	8.149	1.213	0	6.9787866121712	0.21
626	2829	2	137	6104	10994	1.0	20x	raw	a647	0	426.946	463.03	52.008	0.202	1.653	6.091	-1.0	0	7.47025991665941	0.202
538	2741	2	68	6876	12276	1.0	20x	raw	a647	221	235.192	626.0319999999998	56.115	0.21	2.347	11.345	1.175	0	11.2279851823196	0.21
539	2742	2	6	4341	6630	1.0	20x	raw	a647	0	27.909	323.081	54.003	0.21	2.105	5.477	-1.0	0	5.710620655046049	0.21
540	2743	2	187	7671	12478	1.0	20x	raw	a647	159	609.0	442.075	54.694	0.21	1.918	15.296	1.254	0	12.4447612177056	0.21
541	2744	2	187	7671	12478	1.0	20x	raw	a647	159	609.056	440.9	55.975	0.21	1.937	7.8439999999999985	1.152	0	5.0971189778776695	0.21
793	2996	2	68	6876	12276	1.0	20x	raw	a647	221	233.01	626.0790000000002	58.16	0.189	1.76	10.524	1.126	0	9.98360348478149	0.189
544	2747	2	44	8286	17010	1.0	20x	raw	a647	0	143.046	138.102	55.955	0.21	1.781	14.044	-1.0	0	9.71284295356673	0.21
545	2748	2	173	2871	4525	1.0	20x	raw	a647	0	600.1569999999998	402.934	55.228	0.21	1.911	5.5710000000000015	-1.0	0	3.7738162781325	0.21
546	2749	2	51	2710	3825	1.0	20x	raw	a647	0	192.806	290.07	56.133	0.21	3.236	3.585	-1.0	0	1.8407405467600104	0.21
547	2750	2	137	6104	10994	1.0	20x	raw	a647	0	426.93	461.892	54.98	0.21	2.055	2.694	-1.0	0	3.39674123172388	0.21
548	2751	2	172	1920	2926	1.0	20x	raw	a647	0	571.72	431.892	54.056	0.21	1.837	10.229	-1.0	0	7.436401118952321	0.21
1825	4028	2	5	4143	7873	1.0	20x	raw	a647	0	30.967	352.045	55.962	0.13699999999999998	0.6659999999999999	3.579	-1.0	0	3.42801911734841	0.13699999999999998
552	2755	2	22	9216	16490	1.0	20x	raw	a647	118	66.086	397.255	52.049	0.209	1.501	11.489	1.158	0	5.492513757998919	0.209
1646	3849	2	169	6687	14273	1.0	20x	raw	a647	0	558.944	459.024	60.994	0.14300000000000002	1.783	12.848	-1.0	0	9.69551629645609	0.14300000000000002
554	2757	2	182	2376	6774	1.0	20x	raw	a647	0	587.029	373.021	58.942	0.209	1.535	15.899	-1.0	0	12.311028410079699	0.209
555	2758	2	132	12067	22953	1.0	20x	raw	a647	175	438.115	495.038	57.044	0.209	1.665	9.36	1.23	0	5.03081150807048	0.209
556	2759	2	165	14670	25634	1.0	20x	raw	a647	0	585.056	307.985	55.044	0.208	1.587	10.329	-1.0	0	9.89668952791587	0.208
557	2760	2	161	5626	8787	1.0	20x	raw	a647	207	546.049	659.1089999999998	50.07899999999999	0.208	1.47	11.958	1.196	0	5.10039961706081	0.208
558	2761	2	8	12076	20595	1.0	20x	raw	a647	0	56.985	611.98	54.94600000000001	0.208	1.823	10.89	-1.0	0	5.23973200590883	0.208
559	2762	2	132	12067	22953	1.0	20x	raw	a647	175	441.981	513.984	56.33	0.208	2.091	7.705	1.151	0	5.7716127168734594	0.208
560	2763	2	58	1917	6040	1.0	20x	raw	a647	167	151.882	476.146	50.012	0.208	1.91	3.604	1.229	0	2.842967331931	0.208
561	2764	2	165	14670	25634	1.0	20x	raw	a647	0	583.9490000000002	309.038	55.014	0.208	1.853	8.815	-1.0	0	6.72880399312271	0.208
562	2765	2	165	14670	25634	1.0	20x	raw	a647	0	523.011	315.016	52.037	0.208	2.039	7.945	-1.0	0	7.71495341358147	0.208
563	2766	2	155	1722	5589	1.0	20x	raw	a647	0	506.881	98.03	58.08600000000001	0.208	2.635	6.869	-1.0	0	3.36568400803432	0.208
564	2767	2	137	6104	10994	1.0	20x	raw	a647	149	458.095	446.952	54.181	0.208	1.749	3.486	1.202	0	3.21609412175842	0.208
565	2768	2	150	18111	31981	1.0	20x	raw	a647	106	501.005	352.0080000000001	54.979	0.208	1.46	4.96	1.297	0	3.1497602864914303	0.208
566	2769	2	111	6396	13854	1.0	20x	raw	a647	198	351.001	587.997	56.929	0.208	1.332	8.032	1.198	0	9.36022467385895	0.208
567	2770	2	144	10551	17396	1.0	20x	raw	a647	0	497.054	77.81	54.887	0.208	1.297	6.527	-1.0	0	5.943899168489058	0.208
1132	3335	2	103	11920	23952	1.0	20x	raw	a647	131	343.951	449.913	54.049	0.16699999999999998	1.914	9.218	1.144	0	8.870746349215061	0.16699999999999998
570	2773	2	79	3569	7026	1.0	20x	raw	a647	145	252.038	438.961	54.881	0.207	2.047	7.862	1.175	0	8.210535357470231	0.207
571	2774	2	46	8116	14605	1.0	20x	raw	a647	0	124.029	441.078	56.051	0.207	1.961	10.095	-1.0	0	6.86647625817626	0.207
572	2775	2	46	8116	14605	1.0	20x	raw	a647	0	124.022	439.949	55.051	0.207	1.93	10.437	-1.0	0	9.62018512632052	0.207
574	2777	2	135	2637	6283	1.0	20x	raw	a647	226	427.078	651.055	56.192	0.207	2.678	3.793	1.1840000000000002	0	4.68725739459075	0.207
1283	3486	2	166	7596	14810	1.0	20x	raw	a647	133	528.962	377.021	53.084	0.159	2.212	9.58	1.073	0	6.31642221984916	0.159
576	2779	2	123	7686	15911	1.0	20x	raw	a647	0	370.939	621.992	54.014	0.207	1.875	9.046	-1.0	0	8.426950590861889	0.207
577	2780	2	54	15151	28743	1.0	20x	raw	a647	125	174.12	358.26	51.864	0.207	1.846	7.262	1.215	0	3.05879688399064	0.207
984	3187	2	44	8286	17010	1.0	20x	raw	a647	68	136.023	143.015	54.087	0.175	2.696	10.466	1.196	0	5.237065415041429	0.175
579	2782	2	68	6876	12276	1.0	20x	raw	a647	221	250.028	639.911	55.00899999999999	0.206	2.1790000000000003	6.724	1.132	0	4.87358708417041	0.206
580	2783	2	141	12987	23688	1.0	20x	raw	a647	218	477.963	638.906	57.007	0.206	1.4380000000000002	14.066	1.21	0	9.11169295542141	0.206
581	2784	2	22	9216	16490	1.0	20x	raw	a647	0	58.973	416.9980000000001	50.098	0.206	2.947	4.27	-1.0	0	5.20584663818388	0.206
582	2785	2	84	10782	19062	1.0	20x	raw	a647	220	263.934	663.046	49.982	0.206	3.478	3.205	1.134	0	3.35347121998049	0.206
583	2786	2	138	9448	16794	1.0	20x	raw	a647	149	459.171	440.866	54.771	0.206	1.61	16.0	1.286	0	4.49742136687065	0.206
584	2787	2	161	5626	8787	1.0	20x	raw	a647	207	530.012	661.942	51.911	0.206	4.578	3.455	1.209	0	3.05928638621246	0.206
585	2788	2	157	4018	8006	1.0	20x	raw	a647	207	528.881	661.8960000000002	50.926	0.206	4.186	4.291	1.262	0	3.76646889371363	0.206
586	2789	2	95	2533	4331	1.0	20x	raw	a647	0	293.0420000000001	98.971	57.107	0.206	2.006	6.772	-1.0	0	4.57813769214212	0.206
587	2790	2	132	12067	22953	1.0	20x	raw	a647	0	425.89	518.026	58.132	0.205	1.793	9.712	-1.0	0	9.62700184090317	0.205
588	2791	2	68	6876	12276	1.0	20x	raw	a647	221	220.948	635.87	56.136	0.205	1.422	7.994	1.104	0	8.85316097305884	0.205
669	2872	2	84	10782	19062	1.0	20x	raw	a647	0	243.99	664.051	51.03100000000001	0.198	1.471	8.982000000000003	-1.0	0	6.87532939280296	0.198
591	2794	2	137	6104	10994	1.0	20x	raw	a647	0	430.045	441.976	54.986	0.205	1.785	2.7060000000000004	-1.0	0	3.3316424409541403	0.205
1143	3346	2	137	6104	10994	1.0	20x	raw	a647	0	428.901	442.009	51.96	0.166	2.0540000000000003	3.742	-1.0	0	4.36628814737694	0.166
593	2796	2	46	8116	14605	1.0	20x	raw	a647	146	140.96	438.153	51.127	0.205	1.673	8.421	1.206	0	7.698879546093348	0.205
594	2797	2	60	6018	13600	1.0	20x	raw	a647	184	187.193	537.883	57.973	0.205	1.652	13.717	1.28	0	6.70427183471484	0.205
595	2798	2	58	1917	6040	1.0	20x	raw	a647	0	143.937	474.936	57.124	0.204	1.847	7.09	-1.0	0	6.368869810250598	0.204
596	2799	2	155	1722	5589	1.0	20x	raw	a647	38	508.031	96.861	57.084	0.204	2.318	3.659	1.228	0	1.7818943671061298	0.204
597	2800	2	61	4338	10220	1.0	20x	raw	a647	0	194.922	636.006	54.12	0.204	1.045	7.017	-1.0	0	5.54852292032638	0.204
598	2801	2	165	14670	25634	1.0	20x	raw	a647	0	559.982	333.154	56.122	0.204	2.241	1.082	-1.0	0	1.51517838657296	0.204
697	2900	2	50	9504	16750	1.0	20x	raw	a647	90	170.013	277.95	59.976000000000006	0.195	1.88	7.146	1.138	0	6.84032184258998	0.195
601	2804	2	54	15151	28743	1.0	20x	raw	a647	0	187.916	364.093	50.94	0.204	2.147	12.128	-1.0	0	9.96944183858626	0.204
602	2805	2	103	11920	23952	1.0	20x	raw	a647	0	335.946	450.931	58.01300000000001	0.204	1.921	7.69	-1.0	0	6.97662859435557	0.204
603	2806	2	144	10551	17396	1.0	20x	raw	a647	35	491.901	114.928	56.105	0.204	1.557	1.947	1.246	0	2.56550646949409	0.204
604	2807	2	141	12987	23688	1.0	20x	raw	a647	0	484.072	659.942	56.21100000000001	0.204	1.75	5.961	-1.0	0	2.21176570830093	0.204
837	3040	2	33	8199	15971	1.0	20x	raw	a647	0	110.081	433.905	55.207	0.18600000000000005	1.233	10.639	-1.0	0	4.66093807406846	0.18600000000000005
608	2811	2	141	12987	23688	1.0	20x	raw	a647	218	472.102	646.9490000000002	57.148	0.203	1.978	7.4289999999999985	1.19	0	3.20278623779443	0.203
607	2810	2	179	15552	29201	1.0	20x	raw	a647	197	603.992	579.094	56.879	0.203	2.657	3.924	1.1740000000000002	0	3.66771449963468	0.203
609	2812	2	35	2403	6820	1.0	20x	raw	a647	0	95.963	31.93	53.19300000000001	0.203	1.7619999999999998	12.429	-1.0	0	12.7065390283004	0.203
610	2813	2	22	9216	16490	1.0	20x	raw	a647	118	87.855	395.087	56.973	0.203	1.8	14.48	1.169	0	9.5121462892202	0.203
611	2814	2	58	1917	6040	1.0	20x	raw	a647	167	153.046	476.153	51.00100000000001	0.203	2.154	4.706	1.24	0	3.17792823476799	0.203
1081	3284	2	155	1722	5589	1.0	20x	raw	a647	0	508.119	98.072	60.011	0.17	2.806	9.604	-1.0	0	4.33218398461452	0.17
613	2816	2	37	3798	9098	1.0	20x	raw	a647	0	93.056	348.0680000000001	57.882	0.203	1.88	9.113	-1.0	0	3.22424412765793	0.203
614	2817	2	165	14670	25634	1.0	20x	raw	a647	111	578.047	331.83	52.832	0.203	2.115	5.154	1.134	0	3.99159493508772	0.203
771	2974	2	64	3006	8855	1.0	20x	raw	a647	0	205.021	582.007	51.155	0.19	2.105	6.75	-1.0	0	3.80663103868206	0.19
616	2819	2	37	3798	9098	1.0	20x	raw	a647	132	86.855	374.987	54.86600000000001	0.202	1.5759999999999998	8.929	1.224	0	8.88788218890792	0.202
617	2820	2	20	4320	7246	1.0	20x	raw	a647	0	64.959	314.866	57.139	0.202	1.382	4.862	-1.0	0	5.40331421632629	0.202
618	2821	2	5	4143	7873	1.0	20x	raw	a647	0	19.887	328.106	52.983	0.202	1.999	6.148	-1.0	0	4.04917452758661	0.202
619	2822	2	136	9792	21790	1.0	20x	raw	a647	0	460.983	43.002	57.22	0.202	1.832	12.595	-1.0	0	10.7038184587402	0.202
1053	3256	2	165	14670	25634	1.0	20x	raw	a647	111	568.8530000000002	328.997	58.091	0.171	2.276	3.418	1.101	0	3.0317220344661098	0.171
1453	3656	2	165	14670	25634	1.0	20x	raw	a647	111	527.2180000000002	316.086	59.07899999999999	0.151	1.653	10.069	1.268	0	3.82416619084697	0.151
1941	4144	2	148	4680	9085	1.0	20x	raw	a647	0	466.05800000000005	671.013	50.191	0.132	1.719	2.378	-1.0	0	2.72756372342056	0.132
623	2826	2	26	5658	9280	1.0	20x	raw	a647	41	66.02600000000001	189.973	56.06	0.202	2.037	9.181	1.264	0	8.60731852789497	0.202
624	2827	2	63	5094	11245	1.0	20x	raw	a647	155	227.888	457.903	51.02	0.202	1.4169999999999998	6.457000000000002	1.294	0	3.7186801539617	0.202
625	2828	2	105	6531	10393	1.0	20x	raw	a647	0	415.206	408.972	53.284	0.202	1.3430000000000002	13.365	-1.0	0	7.514690961542442	0.202
627	2830	2	179	15552	29201	1.0	20x	raw	a647	0	630.076	560.0930000000002	55.815	0.202	1.7180000000000002	9.588	-1.0	0	8.68695737545678	0.202
628	2831	2	96	7196	13480	1.0	20x	raw	a647	0	332.8880000000001	99.016	50.993	0.201	1.364	4.197	-1.0	0	3.9879462134736494	0.201
629	2832	2	96	7196	13480	1.0	20x	raw	a647	0	326.0370000000001	99.999	49.968	0.201	3.009	5.407	-1.0	0	3.81206611480722	0.201
630	2833	2	162	7211	11940	1.0	20x	raw	a647	0	566.919	625.915	55.11	0.201	1.904	8.705	-1.0	0	4.14193133048476	0.201
631	2834	2	33	8199	15971	1.0	20x	raw	a647	148	90.051	436.96	57.996	0.201	1.857	10.593	1.173	0	9.697234699318619	0.201
632	2835	2	54	15151	28743	1.0	20x	raw	a647	125	173.12599999999995	353.894	52.089	0.201	4.22	2.799	1.244	0	2.9773995029852096	0.201
633	2836	2	137	6104	10994	1.0	20x	raw	a647	0	452.959	465.131	56.843	0.201	1.857	6.4929999999999986	-1.0	0	6.1589140442639	0.201
634	2837	2	96	7196	13480	1.0	20x	raw	a647	0	327.216	100.021	50.937	0.201	2.192	3.432	-1.0	0	2.7661779224432896	0.201
639	2842	2	157	4018	8006	1.0	20x	raw	a647	207	518.086	658.965	53.094	0.201	1.396	6.849	1.186	0	8.053511098412441	0.201
636	2839	2	132	12067	22953	1.0	20x	raw	a647	175	413.065	540.045	56.986	0.201	1.879	11.374	1.168	0	8.97132658242137	0.201
637	2840	2	165	14670	25634	1.0	20x	raw	a647	0	542.948	330.014	57.054	0.201	1.6469999999999998	7.545	-1.0	0	6.56687447145697	0.201
638	2841	2	144	10551	17396	1.0	20x	raw	a647	0	496.958	79.045	57.112	0.201	1.355	3.855	-1.0	0	3.80790254921423	0.201
640	2843	2	28	8300	13159	1.0	20x	raw	a647	0	95.822	182.953	54.14	0.2	2.195	11.522	-1.0	0	11.438710138011697	0.2
641	2844	2	68	6876	12276	1.0	20x	raw	a647	0	214.903	637.9019999999998	53.165	0.2	2.839	9.191	-1.0	0	4.48868877035924	0.2
642	2845	2	179	15552	29201	1.0	20x	raw	a647	197	611.8	595.058	57.303	0.2	3.438	5.782	1.286	0	1.88718909225374	0.2
824	3027	2	131	6473	12681	1.0	20x	raw	a647	175	413.028	514.009	59.052	0.18600000000000005	1.4480000000000002	13.786	1.189	0	13.7378944920088	0.18600000000000005
645	2848	2	137	6104	10994	1.0	20x	raw	a647	149	458.005	448.04	53.048	0.2	1.686	8.035	1.221	0	5.519762664941701	0.2
2143	4346	2	6	4341	6630	1.0	20x	raw	a647	120	29.984	326.022	58.87600000000001	0.124	1.878	8.986	1.117	0	8.831665514435471	0.124
648	2851	2	61	4338	10220	1.0	20x	raw	a647	0	177.83	640.943	56.157	0.2	1.788	2.5580000000000003	-1.0	0	2.8315219985196	0.2
1294	3497	2	73	5919	11840	1.0	20x	raw	a647	0	219.022	556.938	57.028	0.158	4.331	4.806	-1.0	0	3.84891134155967	0.158
650	2853	2	149	4428	10766	1.0	20x	raw	a647	0	483.911	290.045	53.832	0.2	1.949	9.456	-1.0	0	3.19397425365225	0.2
