x	y
1197.2667	43.056
1196.8917	43.026
947.8527000000001	141.885
1538.9187	1141.0349999999999
1227.2817	363.894
1313.4507	1797.123
1523.9876999999997	1104.5490000000002
1565.8587	1192.413
1649.7087	1009.263
233.28569999999996	223.08
1275.4557000000002	1765.5720000000001
918.1887	60.53400000000001
1565.5526999999997	1194.7050000000002
1272.4977	522.993
245.96670000000006	162.702
131.77769999999998	759.6840000000001
306.2157	228.71699999999998
1007.7627	1270.3529999999998
641.9577000000002	1216.0770000000002
209.23770000000002	172.12800000000001
257.8857	777.948
881.9487	604.2990000000001
1517.6127	1011.741
1625.7387	1011.8280000000001
1109.6217000000001	1149.615
1775.9907	1105.1640000000002
917.8827000000001	64.137
641.8467	1215.8190000000002
215.92170000000004	751.2030000000001
215.92770000000002	751.2960000000002
668.6247	1192.5359999999998
1524.1437	1107.9540000000002
1625.7927	1011.9690000000002
371.96970000000005	226.17300000000003
1022.6037	592.539
803.7597	1915.311
1481.8676999999998	1030.695
968.9457000000001	118.155
1070.2676999999999	1191.801
806.8197	1912.233
332.47470000000004	261.81300000000005
1251.1257	1747.521
1563.0956999999999	1104.7859999999998
1251.2787	1743.9540000000002
282.18270000000007	1093.143
1478.8407	1023.5490000000003
200.1477	748.2870000000001
1812.0867	1341.564
357.2517	406.197
23.8557	510.864
338.65470000000005	226.08599999999998
1089.2457000000002	1170.864
221.77770000000004	702.3180000000001
611.5497	1207.065
1766.5466999999999	1119.768
1487.3307000000002	993.9659999999999
284.8047	1089.237
1598.9696999999999	1060.212
230.9067	732.633
524.9487	426.999
1752.0956999999999	1098.429
143.21370000000002	772.215
191.80169999999998	762.441
206.69670000000002	211.038
239.75670000000002	157.068
228.07170000000002	1054.242
425.6367	321.82800000000003
303.29370000000006	231.702
416.72970000000004	289.18800000000005
338.9007	637.5120000000002
1776.2096999999999	1353.717
216.12869999999998	175.431
824.9697000000001	553.6560000000001
398.8647000000001	313.002
431.4237	387.76800000000003
237.04470000000003	753.6990000000001
242.91270000000003	1071.876
1805.5437	1344.837
1475.5707	1087.2959999999998
158.83769999999998	762.672
1097.5796999999998	1192.251
209.67269999999996	793.017
24.0657	369.537
168.05970000000002	724.653
845.5947000000001	565.0950000000001
1265.7026999999998	1653.5729999999999
1184.7507	531.7320000000001
1286.6157	1795.0829999999999
1514.5226999999998	1047.996
371.93370000000004	261.99300000000005
677.9517000000001	1237.026
1259.3397	523.2690000000001
1544.6246999999998	1009.7340000000002
233.98770000000002	1057.185
180.38670000000002	1585.2450000000001
335.99670000000003	261.714
992.9967000000001	615.9720000000001
293.6037	175.359
215.9337	691.119
233.79569999999995	732.5760000000001
159.11970000000002	196.257
1736.9276999999997	1390.062
1749.1526999999999	1110.99
1520.8707000000002	987.501
212.56470000000002	138.831
428.80770000000007	291.456
1163.7026999999998	1144.1670000000001
