x	y
943.5423	146.72490000000005
1223.2773000000002	369.5709
222.51630000000003	767.6829000000001
150.97830000000002	745.8158999999999
128.1093	763.6599
1271.7993	1770.8859000000002
1070.7153	550.0599
211.77630000000002	179.0379
637.8243000000001	1220.9439000000002
902.6583	150.6819
370.3143	239.63490000000002
1561.9773000000002	1197.7869
241.99230000000003	166.59990000000005
1121.3343	605.5209
1017.8883000000002	597.2619
1645.3712999999998	1014.2079
1645.5122999999999	1295.7039000000002
334.5783	641.7129
820.8423	555.3729
211.81230000000002	695.5658999999999
197.74230000000003	752.5629
1003.8273	1274.9499
353.4753	411.72389999999996
228.21330000000003	227.10090000000002
665.6073	1196.0319
878.9493000000001	607.4199
367.7553	266.35589999999996
1075.5093	1217.5359000000003
1028.9942999999998	621.2709
1267.1853	1713.4449
1225.9233	563.3648999999999
913.9923000000001	66.0579
334.8333	229.47990000000004
278.9163	1096.6598999999999
224.3253	1058.8269
1267.6473	529.0599
203.48130000000003	216.28289999999998
1085.1123	608.9739000000001
428.57129999999995	392.3229
19.0983	348.1509
1512.5133	1016.8688999999999
412.54830000000004	292.78589999999997
481.98629999999997	431.05289999999997
414.3603	273.0849
292.3983	695.2629000000001
206.1993	177.35490000000001
1192.6743	50.493900000000004
1087.3923	1161.7929
19.7013	374.2509
1066.7793	1196.8929
179.83530000000002	150.16590000000002
782.3973000000001	1914.2319
1747.6623000000002	1115.6079
209.17830000000004	143.8599
368.5803	230.9289
1647.6242999999997	1085.6289000000002
154.75230000000002	200.8239
18.870300000000004	516.3519
1060.7853	1307.6499000000001
1560.2492999999997	1109.4699
460.67130000000003	409.8099
1646.2593	1095.1869
1452.2643	1151.3469
911.1483	144.57990000000004
254.10030000000003	780.6159
842.0193000000002	570.7359
1748.2893	1103.0619
211.76130000000003	755.4698999999999
1060.4823000000001	1212.3309000000002
1476.8733	1034.4249
343.3293	416.49389999999994
304.6203	270.22589999999997
383.5023	390.06389999999993
254.1423	782.6408999999999
218.3793	780.2799
989.1003000000001	620.4789000000001
903.4263	62.8389
973.3142999999999	105.4299
139.21230000000003	775.1289
179.1123	675.2679
1093.1373	1198.3539
1194.9603	50.2809
1810.3292999999999	1347.9669
1074.9633	553.4049
160.66830000000002	719.4669
800.7783000000001	1918.9449
209.73329999999999	204.5379
1261.4073	1659.2739
1075.5123	602.7189000000001
1111.3653	404.80289999999997
1249.4313	570.0249
1104.9123000000002	1155.0489
199.3803	689.4669
330.00329999999997	266.35589999999996
1031.8353	608.6109
219.6903	717.7689000000001
382.1823	432.27990000000005
229.60829999999999	769.7259
131.3343	793.3869000000001
1746.9513	1094.5419000000002
396.27930000000003	242.24190000000002
1591.0262999999998	1168.7019
424.7043	296.0139
976.1163	92.67090000000002
307.5243	1095.3729
964.5123000000002	122.2629
888.0903000000001	90.67590000000003
1732.6683	1094.0709000000002
161.99130000000002	746.4939
173.5203	747.1359
403.57529999999997	817.8429
1441.3863000000001	1043.8449
688.4763	1905.4269000000002
216.3963	707.0619
378.58829999999995	288.7689
153.9513	761.6799
228.5223	736.7829
898.5543	134.70090000000002
814.4553000000002	597.2019
303.94229999999993	233.8839
267.9993	215.63490000000002
1168.9293	1155.0819000000001
238.5603	216.11490000000003
36.726299999999995	572.0769
1150.3203	1166.1339000000003
235.35630000000003	159.8169
655.2213	1246.6089000000002
520.7163	431.24190000000004
164.3463	729.3519
1741.3803	105.5049
1246.6083	1730.4339
205.8513	797.5839000000001
59.4243	1412.3139
661.4193000000001	122.5629
1599.7563	999.6549
526.5183000000001	440.88989999999995
29.532300000000003	488.6439000000001
883.0293	597.2589
16.8873	569.4639000000001
1114.0773	72.21690000000001
916.1553000000001	63.45390000000001
241.61430000000004	177.45990000000003
605.4633	1212.0669
166.58730000000003	542.2239000000001
238.53630000000007	1076.3528999999999
1510.6623000000002	1120.7409
764.1303	1853.9259
914.3793000000002	115.1979
403.2243	231.1839
875.6463	101.24790000000002
1182.1143	536.7369
472.28729999999996	435.6489
1483.1942999999999	998.6019
83.4873	1581.4119
856.4283000000001	578.9769
424.5633	414.5559
1526.3523000000002	1058.2089
1519.4582999999998	1105.0719000000001
217.62330000000003	1589.8119
238.60230000000004	1074.5348999999999
880.8603000000002	146.2509
207.68730000000002	738.1029000000001
468.9753	422.8419
408.1293	334.5159
301.72229999999996	236.27490000000003
392.5083	315.2889
1066.5753	1235.4519
830.2953000000001	263.7879
1846.1343	1368.1659000000002
1474.2303	1026.2949
271.87229999999994	1127.7309000000002
875.2083000000001	593.2269
423.75329999999997	326.2269
720.8943	1871.3409000000001
1195.5873000000001	593.1669
310.62930000000006	1071.5769
217.2753	1049.5989000000002
148.6653	779.5179
652.9413000000001	1242.7029
202.4133	755.0859
944.1543	128.59890000000001
1120.0203	554.3498999999999
1137.6813	1168.9659000000001
229.3233	1060.1379
173.85630000000003	191.9829
