series	id_20x	id_60x	eudist
1	1	361	1.995650643274091
1	3	0	4.095932041672654
1	6	49	3.5169816448199827
1	8	1235	4.408796353881657
1	9	2	1.3889724583303469
1	12	20	2.060996965063634
1	13	7	3.72031755230669
1	14	946	2.285454066482156
1	15	95	4.7892972856150395
1	16	5	1.651900447969487
1	19	534	0.4228851971871098
1	20	1011	8.368872486183713
1	22	43	5.311142559751084
1	23	619	1.607901082156428
1	24	78	4.22223375596373
1	26	966	0.5240069560607858
1	29	52	1.5964497142096925
1	30	797	2.985098874409385
1	31	218	2.1777278732661007
1	32	25	3.726982491238591
1	33	690	2.218446052983954
1	34	640	3.025497891257296
1	35	18	1.6744439942860194
1	38	466	2.5881620293174845
1	39	441	2.2295338279557906
1	43	248	3.183624583709642
1	44	82	3.2163262723173056
1	45	937	2.262870807183124
1	47	29	1.4177557229651552
1	48	1261	3.232904497507408
1	49	258	4.240461424184838
1	50	6	3.7605776271737867
1	51	38	1.648743791497105
1	52	1173	3.017064747399404
1	56	72	3.4640504745166383
1	57	66	3.7422777943390293
1	58	84	0.4580038100277732
1	63	24	1.0671317116456662
1	65	365	5.908103781248315
1	68	573	3.008613383271382
1	69	503	0.8018133760421313
1	70	9	1.0709937861629009
1	71	657	0.576023515144943
1	74	12	3.557066978565079
1	75	13	3.001305930757524
1	76	37	3.695986105222716
1	77	34	2.5430706812828374
1	78	51	3.6939669584335593
1	79	132	1.3162181772029706
1	80	136	5.186774092824969
1	83	391	6.822756560951272
1	84	444	1.3873624940872027
1	85	21	2.211689691163619
1	87	668	3.5471602853549045
1	88	11	4.464269244792291
1	89	39	0.9767837478172803
1	91	32	2.7705103302464322
1	92	836	2.273326349207313
1	94	26	2.2650000640175434
1	96	884	2.0353584180678026
1	97	889	3.9807952082467146
1	99	651	1.0506857237060134
1	100	883	2.7998072594376477
1	101	401	4.3625847945914
1	104	509	1.1989672597698002
1	105	1139	5.080977887178772
1	106	41	3.9405136073867544
1	107	419	3.010863744841283
1	108	1127	2.8176196141424388
1	109	201	4.000770537033893
1	112	713	0.8351933249254753
1	114	120	1.1662849094455348
1	115	637	5.116402358102901
1	116	332	4.121280127581702
1	117	102	4.201304212979402
1	118	1070	2.071166118398097
1	119	432	1.5461414844697272
1	120	1015	2.3400157456734223
1	121	56	1.288800096989431
1	123	511	3.0614851771647182
1	124	1228	2.6562228238608503
1	125	453	1.9272420424014447
1	126	242	4.7181178334161435
1	128	754	5.402527342827644
1	130	320	5.2062630062262745
1	131	104	0.8560311267705109
1	132	208	2.2377418729605103
1	133	111	2.454695966917415
1	135	44	1.824441089759132
1	136	114	2.90592362081315
1	137	284	0.7977947668417001
1	139	46	0.328395325789016
1	140	370	4.697551158848594
1	141	68	1.890056107632734
1	142	535	2.993915979114809
1	143	769	1.4682721443926878
1	144	23	1.3630364962094281
1	145	977	0.2209264357202068
1	146	1022	0.1896799673132813
