x	y
404.125	17.037
320.987	49.98
414.13	123.98299999999999
442.853	601.726
526.989	400.156
554.939	339.106
82.79799999999999	77.045
430.18800000000005	591.2090000000001
311.099	22.863000000000003
526.887	400.92
429.202	177.016
87.025	56.919
48.961999999999996	255.91299999999998
107.10799999999999	78.92399999999999
340.957	426.13599999999997
219.02200000000002	408.04400000000004
74.782	60.06100000000001
90.99799999999999	262.001
299.019	204.118
510.907	339.93199999999996
546.9490000000001	339.961
374.91	385.89
597.033	371.07300000000004
310.997	24.064
218.985	407.958
77.01	253.08599999999998
77.012	253.11700000000002
227.91099999999997	400.19699999999995
513.0840000000001	372.00300000000004
546.967	340.00800000000004
129.026	78.07600000000001
345.904	200.19799999999998
272.95599999999996	641.122
498.99199999999996	346.25
328.01800000000003	42.07
361.792	399.952
273.976	640.096
115.861	89.956
422.07800000000003	585.192
526.068	370.94699999999995
422.129	584.003
362.839	184.013
99.09700000000001	367.066
497.983	343.86800000000005
71.752	252.114
609.065	449.87300000000005
124.12	138.084
12.988	172.97299999999998
117.921	78.047
368.11800000000005	392.973
78.962	236.791
208.886	405.04
593.885	375.941
500.81300000000005	334.00699999999995
99.971	365.764
538.026	356.089
82.005	246.896
180.019	145.018
589.068	368.82800000000003
52.773999999999994	260.09
68.97	256.832
73.935	73.031
84.955	55.041000000000004
81.06	354.099
146.915	109.961
106.134	79.919
143.946	99.081
118.00299999999999	215.18900000000002
597.106	453.92400000000004
77.079	61.162
280.026	187.237
137.991	107.01899999999999
148.844	131.941
86.007	359.977
606.884	450.964
496.89300000000003	365.11699999999996
57.982	256.909
370.89599999999996	400.102
74.92699999999999	267.024
13.058	125.86399999999999
61.056000000000004	244.236
286.901	191.05
426.93699999999995	553.876
399.95300000000003	179.929
433.908	601.0459999999999
509.87699999999995	352.017
129.014	90.016
231.02	415.027
424.816	177.108
594.018	375.971
519.911	339.26300000000003
83.03200000000001	355.08
65.165	531.1
117.035	89.92299999999999
336.035	208.00900000000001
102.904	61.138000000000005
77.014	233.058
82.96799999999999	246.877
58.076	68.104
584.012	466.039
588.087	373.015
511.99300000000005	331.852
75.891	48.961999999999996
147.972	99.837
392.93699999999995	384.074
392.934	385.13
63.912	531.0409999999999
396.06800000000004	385.935
605.8	452.148
88.103	55.942
246.829	617.998
487.967	362.098
420.16900000000004	180.055
359.921	436.913
78.065	251.062
364.91900000000004	394.01099999999997
287.992	188.081
67.861	245.18599999999998
321.01599999999996	43.948
75.917	68.825
13.09	116.756
303.018	49.066
545.9069999999999	352.009
77.999	237.017
621.828	456.92900000000003
498.025	364.082
412.945	183.96400000000003
109.095	366.034
70.00399999999999	260.996
61.927	182.283
599.947	365.07800000000003
574.8240000000001	349.033
60.073	240.993
357.027	401.11400000000003
141.16899999999998	273.932
422.844	191.165
432.92699999999996	182.007
68.889	261.096
269.04400000000004	642.202
104.164	233.083
511.056	350.85699999999997
509.94800000000004	352.04900000000004
261.067	619.201
167.01	145.004
414.839	216.91299999999998
137.968	82.04
549.961	358.00800000000004
367.94300000000004	205.106
612.923	462.038
365.045	396.26099999999997
376.983	136.05200000000002
514.866	354.04
155.89700000000002	138.97799999999998
107.921	91.012
594.879	468.164
380.908	385.039
494.897	553.131
556.064	365.024
26.115	471.974
489.98800000000006	384.973
604.867	466.92900000000003
613.953	466.904
34.968	431.083
126.988	233.09400000000002
278.017	195.89
545.896	350.92400000000004
586.948	35.864000000000004
604.828	453.103
269.08799999999997	641.0459999999999
224.915	417.0
392.936	383.042
95.98200000000001	364.934
509.89	369.961
650.903	129.033
67.036	227.062
67.058	227.019
387.059	33.984
559.039	427.082
410.97900000000004	211.062
18.971	192.06400000000002
585.048	464.056
65.087	438.03
160.084	137.967
473.98900000000003	565.005
509.921	375.08
365.059	186.299
63.803999999999995	65.054
216.172	391.95
520.914	344.93199999999996
383.99199999999996	382.074
401.95099999999996	383.033
235.90200000000002	635.901
401.941	383.055
598.094	456.175
365.098	407.925
510.861	331.92
102.0	355.12300000000005
66.012	251.03099999999998
388.084	200.08900000000003
386.93699999999995	200.14
296.96299999999997	219.998
79.065	350.94800000000004
422.07300000000004	578.066
266.9	638.992
607.994	450.875
434.99699999999996	599.86
